3,0,0,0,17.102348,-1,13.877935,-1,14.803131,13.0,-1,-1,-1,-1,-1,-1,12.0,-1,8.0,8.0,9.0,9.0,-1,-1,-1,-1,-1,-1,13.0,-1,9.0,-1,10.0,10.0,13.0,-1,9.0,-1,10.0,10.0
3,0,0,1,17.102348,25.0,13.877935,-1,14.803131,13.0,24.212776,34.0,22.528568,-1,23.362959,24.194145,12.0,21.0,8.0,8.0,9.0,9.0,-1,-1,-1,-1,-1,-1,13.0,22.0,9.0,-1,10.0,10.0,13.0,22.0,9.0,-1,10.0,10.0
3,1,0,0,18.050943,-1,14.801191,-1,15.726266,14.0,-1,-1,-1,-1,-1,-1,13.0,-1,9.0,9.0,10.0,10.0,-1,-1,-1,-1,-1,-1,14.0,-1,10.0,-1,11.0,11.0,14.0,-1,10.0,-1,11.0,11.0
3,1,0,1,18.050943,26.0,14.801191,-1,15.726266,14.0,25.088705,35.0,23.395248,-1,24.230793,25.124199,13.0,22.0,9.0,9.0,10.0,10.0,-1,-1,-1,-1,-1,-1,14.0,23.0,10.0,-1,11.0,11.0,14.0,23.0,10.0,-1,11.0,11.0
3,2,0,0,19.000992,-1,15.726266,-1,16.65134,15.0,-1,-1,-1,-1,-1,-1,14.0,-1,10.0,10.0,11.0,11.0,-1,-1,-1,-1,-1,-1,15.0,-1,11.0,-1,12.0,12.0,15.0,-1,11.0,-1,12.0,12.0
3,2,0,1,19.000992,27.0,15.726266,-1,16.65134,15.0,25.94357,36.0,24.194065,-1,25.028343,25.937654,14.0,23.0,10.0,10.0,11.0,11.0,-1,-1,-1,-1,-1,-1,15.0,24.0,11.0,-1,12.0,12.0,15.0,24.0,11.0,-1,12.0,12.0
3,3,0,0,19.952513,-1,16.653229,-1,17.57841,16.0,-1,-1,-1,-1,-1,-1,15.0,-1,11.0,11.0,12.0,12.0,-1,-1,-1,-1,-1,-1,16.0,-1,12.0,-1,13.0,13.0,16.0,-1,12.0,-1,13.0,13.0
3,3,0,1,19.952513,28.0,16.653229,-1,17.57841,16.0,26.816265,37.0,25.057508,-1,25.892757,26.872976,15.0,24.0,11.0,11.0,12.0,12.0,-1,-1,-1,-1,-1,-1,16.0,25.0,12.0,-1,13.0,13.0,16.0,25.0,12.0,-1,13.0,13.0
3,4,0,0,20.90338,-1,17.57938,-1,18.50461,17.0,-1,-1,-1,-1,-1,-1,16.0,-1,12.0,12.0,13.0,13.0,-1,-1,-1,-1,-1,-1,17.0,-1,13.0,-1,14.0,14.0,17.0,-1,13.0,-1,14.0,14.0
3,4,0,1,20.90338,29.0,17.57938,-1,18.50461,17.0,27.670475,38.0,25.878199,-1,26.712978,27.769707,16.0,25.0,12.0,12.0,13.0,13.0,-1,-1,-1,-1,-1,-1,17.0,26.0,13.0,-1,14.0,14.0,17.0,26.0,13.0,-1,14.0,14.0
3,5,0,0,21.851479,-1,18.501928,-1,19.427025,18.0,-1,-1,-1,-1,-1,-1,17.0,-1,13.0,13.0,14.0,14.0,-1,-1,-1,-1,-1,-1,18.0,-1,14.0,-1,15.0,15.0,18.0,-1,14.0,-1,15.0,15.0
3,5,0,1,21.851479,30.0,18.501928,-1,19.427025,18.0,28.488058,39.0,26.65532,-1,27.488298,28.672232,17.0,26.0,13.0,13.0,14.0,14.0,-1,-1,-1,-1,-1,-1,18.0,27.0,14.0,-1,15.0,15.0,18.0,27.0,14.0,-1,15.0,15.0
3,6,0,0,22.802872,-1,19.428768,-1,20.353947,19.0,-1,-1,-1,-1,-1,-1,18.0,-1,14.0,14.0,15.0,15.0,-1,-1,-1,-1,-1,-1,19.0,-1,15.0,-1,16.0,16.0,19.0,-1,15.0,-1,16.0,16.0
3,6,0,1,22.802872,31.0,19.428768,-1,20.353947,19.0,29.36289,40.0,27.507185,-1,28.340736,29.535454,18.0,27.0,14.0,14.0,15.0,15.0,-1,-1,-1,-1,-1,-1,19.0,28.0,15.0,-1,16.0,16.0,19.0,28.0,15.0,-1,16.0,16.0
3,7,0,0,23.757456,-1,20.359842,-1,21.28529,20.0,-1,-1,-1,-1,-1,-1,19.0,-1,15.0,15.0,16.0,16.0,-1,-1,-1,-1,-1,-1,20.0,-1,16.0,-1,17.0,17.0,20.0,-1,16.0,-1,17.0,17.0
3,7,0,1,23.757456,32.0,20.359842,-1,21.28529,20.0,30.095884,41.0,28.29087,-1,29.122955,30.549896,19.0,28.0,15.0,15.0,16.0,16.0,-1,-1,-1,-1,-1,-1,20.0,29.0,16.0,-1,17.0,17.0,20.0,29.0,16.0,-1,17.0,17.0
3,8,0,0,24.705719,-1,21.282589,-1,22.20792,21.0,-1,-1,-1,-1,-1,-1,20.0,-1,16.0,16.0,17.0,17.0,-1,-1,-1,-1,-1,-1,21.0,-1,17.0,-1,18.0,18.0,21.0,-1,17.0,-1,18.0,18.0
3,8,0,1,24.705719,33.0,21.282589,-1,22.20792,21.0,30.894798,42.0,29.137268,-1,29.96976,31.57987,20.0,29.0,16.0,16.0,17.0,17.0,-1,-1,-1,-1,-1,-1,21.0,30.0,17.0,-1,18.0,18.0,21.0,30.0,17.0,-1,18.0,18.0
3,9,0,0,25.651735,-1,22.202312,-1,23.127409,22.0,-1,-1,-1,-1,-1,-1,21.0,-1,17.0,17.0,18.0,18.0,-1,-1,-1,-1,-1,-1,22.0,-1,18.0,-1,19.0,19.0,22.0,-1,18.0,-1,19.0,19.0
3,9,0,1,25.651735,34.0,22.202312,-1,23.127409,22.0,31.687923,43.0,29.997534,-1,30.8308,32.66837,21.0,30.0,17.0,17.0,18.0,18.0,-1,-1,-1,-1,-1,-1,22.0,31.0,18.0,-1,19.0,19.0,22.0,31.0,18.0,-1,19.0,19.0
3,10,0,0,26.602514,-1,23.128368,-1,24.053503,23.0,-1,-1,-1,-1,-1,-1,22.0,-1,18.0,18.0,19.0,19.0,-1,-1,-1,-1,-1,-1,23.0,-1,19.0,-1,20.0,20.0,23.0,-1,19.0,-1,20.0,20.0
3,10,0,1,26.602514,35.0,23.128368,-1,24.053503,23.0,32.48006,44.0,30.872456,-1,31.706846,33.756466,22.0,31.0,18.0,18.0,19.0,19.0,-1,-1,-1,-1,-1,-1,23.0,32.0,19.0,-1,20.0,20.0,23.0,32.0,19.0,-1,20.0,20.0
3,11,0,0,27.553783,-1,24.055088,-1,24.980284,24.0,-1,-1,-1,-1,-1,-1,23.0,-1,19.0,19.0,20.0,20.0,-1,-1,-1,-1,-1,-1,24.0,-1,20.0,-1,21.0,21.0,24.0,-1,20.0,-1,21.0,21.0
3,11,0,1,27.553783,36.0,24.055088,-1,24.980284,24.0,33.249706,45.0,31.755959,-1,32.59164,34.969345,23.0,32.0,19.0,19.0,20.0,20.0,-1,-1,-1,-1,-1,-1,24.0,33.0,20.0,-1,21.0,21.0,24.0,33.0,20.0,-1,21.0,21.0
3,12,0,0,28.504255,-1,24.980743,-1,25.905956,25.0,-1,-1,-1,-1,-1,-1,24.0,-1,20.0,20.0,21.0,21.0,-1,-1,-1,-1,-1,-1,25.0,-1,21.0,-1,22.0,22.0,25.0,-1,21.0,-1,22.0,22.0
3,12,0,1,28.504255,37.0,24.980743,-1,25.905956,25.0,34.01429,46.0,37.59461,-1,38.430046,37.025852,24.0,33.0,20.0,20.0,21.0,21.0,-1,-1,-1,-1,-1,-1,25.0,34.0,21.0,-1,22.0,22.0,25.0,34.0,21.0,-1,22.0,22.0
3,13,0,0,29.45176,-1,25.902382,-1,26.827467,26.0,-1,-1,-1,-1,-1,-1,25.0,-1,21.0,21.0,22.0,22.0,-1,-1,-1,-1,-1,-1,26.0,-1,22.0,-1,23.0,23.0,26.0,-1,22.0,-1,23.0,23.0
3,13,0,1,29.45176,38.0,25.902382,-1,26.827467,26.0,34.81748,47.0,38.480522,-1,39.31706,38.173782,25.0,34.0,21.0,21.0,22.0,22.0,-1,-1,-1,-1,-1,-1,26.0,35.0,22.0,-1,23.0,23.0,26.0,35.0,22.0,-1,23.0,23.0
3,14,0,0,30.402586,-1,26.828516,-1,27.753637,27.0,-1,-1,-1,-1,-1,-1,26.0,-1,22.0,22.0,23.0,23.0,-1,-1,-1,-1,-1,-1,27.0,-1,23.0,-1,24.0,24.0,27.0,-1,23.0,-1,24.0,24.0
3,14,0,1,30.402586,39.0,26.828516,-1,27.753637,27.0,35.636494,48.0,39.373577,-1,40.21131,39.342525,26.0,35.0,22.0,22.0,23.0,23.0,-1,-1,-1,-1,-1,-1,27.0,36.0,23.0,-1,24.0,24.0,27.0,36.0,23.0,-1,24.0,24.0
3,0,1,0,17.100086,-1,13.875108,13.875108,14.800115,13.0,-1,-1,-1,-1,-1,-1,12.0,-1,8.0,8.0,9.0,9.0,12.0,-1,8.0,-1,9.0,9.0,13.0,-1,9.0,9.0,10.0,10.0,13.0,-1,9.0,9.0,10.0,10.0
3,0,1,1,17.100086,25.0,13.875108,13.875108,14.800115,13.0,24.319368,34.0,22.532114,22.532114,23.366636,24.089413,12.0,21.0,8.0,8.0,9.0,9.0,12.0,21.0,8.0,-1,9.0,9.0,13.0,22.0,9.0,9.0,10.0,10.0,13.0,22.0,9.0,9.0,10.0,10.0
3,1,1,0,18.05001,-1,14.800013,14.800013,15.725014,14.0,-1,-1,-1,-1,-1,-1,13.0,-1,9.0,9.0,10.0,10.0,13.0,-1,9.0,-1,10.0,10.0,14.0,-1,10.0,10.0,11.0,11.0,14.0,-1,10.0,10.0,11.0,11.0
3,1,1,1,18.05001,26.0,14.800013,14.800013,15.725014,14.0,25.251406,35.0,23.424236,23.424236,24.260817,24.973375,13.0,22.0,9.0,9.0,10.0,10.0,13.0,22.0,9.0,-1,10.0,10.0,14.0,23.0,10.0,10.0,11.0,11.0,14.0,23.0,10.0,10.0,11.0,11.0
3,2,1,0,19.00086,-1,15.726097,15.726097,16.651161,15.0,-1,-1,-1,-1,-1,-1,14.0,-1,10.0,10.0,11.0,11.0,14.0,-1,10.0,-1,11.0,11.0,15.0,-1,11.0,11.0,12.0,12.0,15.0,-1,11.0,11.0,12.0,12.0
3,2,1,1,19.00086,27.0,15.726097,15.726097,16.651161,15.0,26.12325,36.0,24.251822,24.251822,25.08809,25.850906,14.0,23.0,10.0,10.0,11.0,11.0,14.0,23.0,10.0,-1,11.0,11.0,15.0,24.0,11.0,11.0,12.0,12.0,15.0,24.0,11.0,11.0,12.0,12.0
3,3,1,0,19.951351,-1,16.651735,16.651735,17.576832,16.0,-1,-1,-1,-1,-1,-1,15.0,-1,11.0,11.0,12.0,12.0,15.0,-1,11.0,-1,12.0,12.0,16.0,-1,12.0,12.0,13.0,13.0,16.0,-1,12.0,12.0,13.0,13.0
3,3,1,1,19.951351,28.0,16.651735,16.651735,17.576832,16.0,27.010136,37.0,25.124126,25.124126,25.961597,26.774681,15.0,24.0,11.0,11.0,12.0,12.0,15.0,24.0,11.0,-1,12.0,12.0,16.0,25.0,12.0,12.0,13.0,13.0,16.0,25.0,12.0,12.0,13.0,13.0
3,4,1,0,20.900105,-1,17.575136,17.575136,18.500143,17.0,-1,-1,-1,-1,-1,-1,16.0,-1,12.0,12.0,13.0,13.0,16.0,-1,12.0,-1,13.0,13.0,17.0,-1,13.0,13.0,14.0,14.0,17.0,-1,13.0,13.0,14.0,14.0
3,4,1,1,20.900105,29.0,17.575136,17.575136,18.500143,17.0,27.932648,38.0,26.042452,26.042452,26.88253,27.722057,16.0,25.0,12.0,12.0,13.0,13.0,16.0,25.0,12.0,-1,13.0,13.0,17.0,26.0,13.0,13.0,14.0,14.0,17.0,26.0,13.0,13.0,14.0,14.0
3,5,1,0,19.950655,-1,15.725796,15.725796,16.650843,18.0,-1,-1,-1,-1,-1,-1,17.0,-1,13.0,13.0,14.0,14.0,17.0,-1,13.0,-1,14.0,14.0,18.0,-1,14.0,14.0,15.0,15.0,18.0,-1,14.0,14.0,15.0,15.0
3,5,1,1,19.950655,30.0,15.725796,15.725796,16.650843,18.0,28.65315,39.0,26.718319,26.718319,27.553267,28.612234,17.0,26.0,13.0,13.0,14.0,14.0,17.0,26.0,13.0,-1,14.0,14.0,18.0,27.0,14.0,14.0,15.0,15.0,18.0,27.0,14.0,14.0,15.0,15.0
3,6,1,0,20.900574,-1,16.650703,16.650703,17.575743,19.0,-1,-1,-1,-1,-1,-1,18.0,-1,14.0,14.0,15.0,15.0,18.0,-1,14.0,-1,15.0,15.0,19.0,-1,15.0,15.0,16.0,16.0,19.0,-1,15.0,15.0,16.0,16.0
3,6,1,1,20.900574,31.0,16.650703,16.650703,17.575743,19.0,29.589605,40.0,27.596685,27.596685,28.43295,29.484118,18.0,27.0,14.0,14.0,15.0,15.0,18.0,27.0,14.0,-1,15.0,15.0,19.0,28.0,15.0,15.0,16.0,16.0,19.0,28.0,15.0,15.0,16.0,16.0
3,7,1,0,21.850164,-1,17.575203,17.575203,18.500214,20.0,-1,-1,-1,-1,-1,-1,19.0,-1,15.0,15.0,16.0,16.0,19.0,-1,15.0,-1,16.0,16.0,20.0,-1,16.0,16.0,17.0,17.0,20.0,-1,16.0,16.0,17.0,17.0
3,7,1,1,21.850164,32.0,17.575203,17.575203,18.500214,20.0,30.36754,41.0,28.438755,28.438755,29.275188,30.517008,19.0,28.0,15.0,15.0,16.0,16.0,19.0,28.0,15.0,-1,16.0,16.0,20.0,29.0,16.0,16.0,17.0,17.0,20.0,29.0,16.0,16.0,17.0,17.0
3,8,1,0,24.700075,-1,21.2751,21.2751,22.200104,21.0,-1,-1,-1,-1,-1,-1,20.0,-1,16.0,16.0,17.0,17.0,20.0,-1,16.0,-1,17.0,17.0,21.0,-1,17.0,17.0,18.0,18.0,21.0,-1,17.0,17.0,18.0,18.0
3,8,1,1,24.700075,33.0,21.2751,21.2751,22.200104,21.0,31.091597,42.0,29.208834,29.208834,30.043371,31.467611,20.0,29.0,16.0,16.0,17.0,17.0,20.0,29.0,16.0,-1,17.0,17.0,21.0,30.0,17.0,17.0,18.0,18.0,21.0,30.0,17.0,17.0,18.0,18.0
3,9,1,0,25.650358,-1,22.200478,22.200478,23.125498,22.0,-1,-1,-1,-1,-1,-1,21.0,-1,17.0,17.0,18.0,18.0,21.0,-1,17.0,-1,18.0,18.0,22.0,-1,18.0,18.0,19.0,19.0,22.0,-1,18.0,18.0,19.0,19.0
3,9,1,1,25.650358,34.0,22.200478,22.200478,23.125498,22.0,31.871952,43.0,30.063139,30.063139,30.898226,32.450394,21.0,30.0,17.0,17.0,18.0,18.0,21.0,30.0,17.0,-1,18.0,18.0,22.0,31.0,18.0,18.0,19.0,19.0,22.0,31.0,18.0,18.0,19.0,19.0
3,10,1,0,26.600134,-1,23.12518,23.12518,24.050186,23.0,-1,-1,-1,-1,-1,-1,22.0,-1,18.0,18.0,19.0,19.0,22.0,-1,18.0,-1,19.0,19.0,23.0,-1,19.0,19.0,20.0,20.0,23.0,-1,19.0,19.0,20.0,20.0
3,10,1,1,26.600134,35.0,23.12518,23.12518,24.050186,23.0,32.664474,44.0,30.974524,30.974524,31.811672,33.492443,22.0,31.0,18.0,18.0,19.0,19.0,22.0,31.0,18.0,-1,19.0,19.0,23.0,32.0,19.0,19.0,20.0,20.0,23.0,32.0,19.0,19.0,20.0,20.0
3,11,1,0,27.550493,-1,24.050665,24.050665,24.97569,24.0,-1,-1,-1,-1,-1,-1,23.0,-1,19.0,19.0,20.0,20.0,23.0,-1,19.0,-1,20.0,20.0,24.0,-1,20.0,20.0,21.0,21.0,24.0,-1,20.0,20.0,21.0,21.0
3,11,1,1,27.550493,36.0,24.050665,24.050665,24.97569,24.0,33.386845,45.0,31.816324,31.816324,32.653595,34.676014,23.0,32.0,19.0,19.0,20.0,20.0,23.0,32.0,19.0,-1,20.0,20.0,24.0,33.0,20.0,20.0,21.0,21.0,24.0,33.0,20.0,20.0,21.0,21.0
