,X,Y,Speed,Boosts,Mud_0,Mud_1,Mud_2,Mud_3,Speed_0,Speed_1,Speed_2,Speed_3,Move,Mud_Through,Objective
0,6,0,6,0,1,6,2,2,0,0,0,1,0,0,4
1,14,0,8,0,4,4,3,1,0,0,0,1,0,1,5
2,23,0,8,0,3,1,3,0,0,1,0,1,2,0,4
3,30,1,8,0,3,2,3,1,0,1,0,1,0,1,4
4,39,1,8,0,4,2,1,1,0,1,0,0,0,1,0
5,48,1,8,1,4,1,1,0,0,0,0,0,0,1,0
6,57,1,8,1,2,0,1,1,0,0,0,0,3,0,0
7,72,1,15,0,1,0,0,1,0,1,0,0,0,0,9
8,87,1,15,1,0,3,1,3,0,0,0,0,1,0,10
9,101,0,15,1,1,3,2,2,0,1,0,0,0,1,6
10,116,0,9,1,1,2,1,2,0,1,0,0,0,1,5
11,125,0,8,1,0,1,1,1,0,0,0,0,3,0,5
12,140,0,15,0,1,4,0,2,1,1,1,0,0,1,9
13,155,0,9,1,2,2,1,2,0,1,2,0,0,1,6
14,164,0,8,1,2,4,0,3,0,0,1,0,0,1,8
15,173,0,8,1,1,4,1,3,0,1,1,0,0,1,3
16,182,0,8,1,0,2,3,1,0,2,0,0,2,1,4
17,189,1,6,1,0,1,3,2,0,2,0,0,0,0,4
18,197,1,8,3,2,3,3,2,0,0,0,0,3,2,3
19,212,1,8,2,2,2,0,3,0,0,0,0,3,2,6
20,227,1,8,1,1,2,3,2,0,0,0,0,3,0,6
21,242,1,15,0,1,4,1,0,0,0,0,1,2,1,9
22,256,2,9,0,1,2,1,1,1,0,0,0,1,1,0
23,264,1,8,0,1,1,0,2,1,0,0,0,1,1,3
24,271,0,6,1,0,1,1,3,0,0,0,0,3,0,4
25,286,0,15,0,2,4,0,3,1,0,0,0,0,1,5
26,301,0,9,1,1,4,1,3,0,0,0,0,0,1,5
27,310,0,8,1,0,2,0,2,0,0,0,0,3,0,6
28,325,0,15,0,1,2,3,1,1,0,0,0,0,1,10
29,340,0,9,1,2,2,5,0,0,1,0,0,3,2,7
30,355,0,8,0,3,2,4,1,0,0,0,0,0,1,5
31,364,0,8,0,2,1,3,1,0,0,0,0,0,1,5
32,373,0,8,0,2,1,1,0,0,0,0,1,0,1,4
33,382,0,8,0,1,2,3,1,0,0,0,1,0,1,5
34,391,0,8,0,1,3,3,1,0,0,0,1,0,0,8
35,400,0,9,0,2,1,2,1,0,1,0,1,0,1,8
36,409,0,8,0,1,2,1,2,0,1,0,1,2,1,4
37,416,1,6,0,0,2,1,2,0,1,0,1,0,1,3
38,424,1,6,1,1,1,1,2,0,0,0,0,3,1,5
39,439,1,9,0,2,1,1,1,0,0,0,0,0,0,6
40,448,1,9,0,2,1,0,0,0,0,1,0,0,1,5
41,457,1,8,0,2,0,2,1,0,0,1,0,2,0,9
42,464,2,8,0,2,0,2,2,0,0,1,0,0,1,4
43,473,2,8,1,1,2,5,3,1,0,0,0,2,2,5
44,480,3,3,1,1,4,5,1,1,0,0,0,3,1,1
45,495,3,9,0,1,3,2,4,0,1,0,0,1,0,5
46,503,2,9,0,2,2,2,5,1,1,0,0,1,1,0
47,511,1,8,1,1,1,1,4,1,0,0,0,0,1,6
48,520,1,8,1,1,1,1,3,0,0,0,0,3,0,5
49,535,1,15,0,3,2,1,1,0,0,0,0,0,2,10
50,550,1,8,0,2,1,0,0,0,1,0,0,0,0,9
51,559,1,9,0,4,3,1,1,0,1,0,0,0,0,0
52,568,1,9,0,3,3,2,2,0,1,0,0,0,3,0
53,577,1,3,1,2,0,4,2,0,0,0,0,3,0,3
54,592,1,15,0,1,0,2,1,0,0,1,0,2,0,5
55,606,2,15,1,2,0,3,2,0,0,0,0,0,3,10
56,621,2,6,1,0,0,1,3,0,0,0,0,3,0,4
57,636,2,15,0,1,1,4,1,0,0,0,0,2,1,10
58,650,3,9,0,1,3,3,0,0,0,0,0,0,0,6
59,659,3,9,0,2,4,1,2,0,0,0,0,0,0,6
60,668,3,9,0,2,5,2,3,0,0,0,0,1,1,5
61,676,2,8,0,0,3,1,1,0,0,0,0,0,1,4
62,685,2,8,0,0,5,2,0,0,0,0,0,0,0,4
63,694,2,9,0,2,3,3,0,0,0,0,0,2,0,5
64,702,3,9,0,3,2,1,0,0,0,0,0,0,0,6
65,711,3,9,0,4,0,1,1,0,0,0,0,0,0,6
66,720,3,9,0,4,2,0,3,0,0,0,0,0,1,6
67,729,3,8,0,1,3,0,3,0,0,0,0,0,1,4
68,738,3,8,0,0,3,0,4,0,0,0,0,1,0,4
69,745,2,8,0,0,2,0,3,0,0,0,0,0,0,3
70,754,2,9,0,0,1,0,0,0,0,0,1,0,0,8
71,763,2,9,0,3,1,1,2,0,0,0,1,2,0,0
72,771,3,9,1,3,3,1,2,0,0,0,0,0,2,5
73,780,3,6,1,3,4,2,0,0,0,1,0,3,0,3
74,795,3,15,0,3,3,2,1,0,0,1,1,1,1,8
75,809,2,9,1,1,2,3,2,0,0,0,2,2,1,5
76,817,3,8,2,0,2,3,1,0,0,0,1,3,1,9
77,832,3,9,2,1,1,2,3,0,0,0,0,3,1,2
78,847,3,9,1,0,0,0,2,0,1,0,0,0,2,5
79,856,3,6,1,0,1,1,0,0,1,0,0,3,0,3
80,871,3,15,0,5,3,4,2,0,0,0,1,0,1,5
81,886,3,9,1,3,3,0,3,0,0,0,0,1,0,1
82,894,2,9,1,1,1,0,1,0,0,0,0,3,0,4
83,909,2,15,0,1,0,1,1,0,1,0,1,0,0,4
84,924,2,15,0,2,1,3,1,1,1,0,2,2,1,8
85,938,3,9,2,2,0,3,0,1,0,1,0,3,0,1
86,953,3,15,1,3,4,2,4,0,0,0,1,0,4,10
87,968,3,3,2,2,4,2,1,0,0,0,0,3,0,4
88,983,3,15,1,5,3,3,1,0,1,0,0,0,1,10
89,998,3,9,1,5,4,2,4,0,0,0,0,0,2,10
90,1007,3,6,1,2,5,2,4,0,0,0,0,0,1,9
91,1015,3,6,1,1,5,2,6,0,0,0,0,0,2,5
92,1023,3,3,1,1,1,4,4,0,0,0,0,0,2,1
93,1029,3,3,1,0,0,5,2,0,0,0,0,3,2,1
94,1044,3,8,0,0,3,3,0,0,0,0,0,0,0,5
95,1053,3,9,0,0,3,2,1,0,0,0,0,0,0,6
96,1062,3,9,0,1,3,1,2,0,0,0,0,0,1,6
97,1071,3,8,0,1,1,0,2,0,0,0,0,0,1,4
98,1080,3,8,0,0,1,1,1,1,0,0,0,0,1,4
99,1089,3,8,0,1,2,1,0,2,0,0,0,0,0,4
100,1098,3,9,0,1,2,1,1,1,0,0,0,0,0,6
101,1107,3,9,0,1,3,1,1,0,0,0,0,0,0,6
102,1116,3,9,0,1,5,0,2,0,0,0,0,0,1,5
103,1125,3,8,0,0,4,1,1,1,0,0,0,0,1,5
104,1134,3,8,0,0,2,3,1,1,0,0,0,0,0,5
105,1143,3,9,0,1,1,4,2,0,0,0,0,0,1,5
106,1152,3,8,0,1,1,3,1,0,0,0,0,0,1,4
107,1161,3,8,0,0,1,0,0,0,0,0,0,0,0,4
108,1170,3,9,0,1,2,0,1,0,0,0,0,0,0,5
109,1179,3,9,0,4,1,0,3,0,0,0,0,0,0,6
110,1188,3,9,0,4,0,2,3,0,0,0,0,1,0,5
111,1196,2,9,0,1,1,2,2,0,0,1,0,0,1,5
112,1205,2,8,0,1,1,1,1,0,0,1,0,0,1,4
113,1214,2,8,1,2,2,3,2,0,0,0,0,3,1,6
114,1229,2,9,0,3,3,6,1,0,0,0,1,2,0,5
115,1237,3,9,0,4,3,4,2,0,0,0,1,0,1,4
116,1246,3,8,0,3,3,2,1,0,0,0,1,0,1,4
117,1255,3,8,1,2,1,4,1,0,0,0,0,0,0,5
118,1264,3,9,1,0,2,5,2,0,0,0,0,0,1,6
119,1273,3,8,1,0,3,4,3,1,1,0,0,3,1,5
120,1288,3,9,0,1,2,0,3,1,0,0,0,1,0,5
121,1296,2,9,0,0,2,0,2,0,0,0,0,0,0,5
122,1305,2,9,0,1,3,0,1,0,0,0,0,0,0,4
123,1314,2,9,0,2,3,0,0,0,0,1,0,0,0,8
124,1323,2,9,0,2,1,1,2,0,0,1,0,0,0,0
125,1332,2,9,1,2,2,2,2,0,0,0,1,2,2,6
126,1340,3,6,1,1,4,2,1,0,0,0,1,3,0,3
127,1355,3,15,1,3,1,1,2,0,0,0,0,0,2,10
128,1370,3,8,1,4,1,2,1,0,0,0,0,0,0,4
129,1379,3,9,1,3,1,3,2,0,1,1,0,0,1,10
130,1388,3,8,1,3,0,5,1,0,1,1,0,0,0,1
131,1397,3,9,1,3,0,4,2,0,0,0,0,1,4,4
132,1405,2,3,1,5,1,1,1,0,1,0,0,3,0,1
133,1420,2,15,0,4,1,1,1,0,2,0,1,1,1,9
134,1434,1,9,2,2,2,2,2,0,0,0,1,3,2,7
135,1449,1,8,1,1,1,1,1,0,0,0,0,2,1,5
136,1456,2,6,1,1,2,1,0,0,0,0,1,3,1,7
137,1471,2,9,0,4,1,1,2,0,0,1,1,2,1,9
138,1479,3,8,1,3,1,3,1,0,0,1,0,0,1,9
139,0,0,5,0,3,1,3,0,0,0,0,0,0,0,4
140,6,0,6,0,3,2,5,0,0,0,0,0,2,1,5
141,11,1,3,0,2,2,6,1,0,0,0,0,0,0,1
142,17,1,6,0,0,3,6,1,0,0,0,0,1,0,3
143,22,0,6,0,0,4,4,1,0,0,0,0,0,0,5
144,30,0,8,0,2,3,2,2,0,0,0,0,0,0,8
145,39,0,9,0,4,4,2,3,0,0,0,0,0,2,9
146,48,0,6,0,2,3,2,1,0,0,0,0,0,1,5
147,56,0,6,0,3,2,1,1,1,1,0,1,0,1,4
148,64,0,6,0,3,0,0,2,1,1,0,1,0,1,4
149,72,0,6,0,3,2,0,2,1,0,0,2,0,1,4
150,80,0,6,1,3,2,1,1,0,1,0,1,0,1,4
151,88,0,6,1,3,1,1,1,1,1,0,1,3,2,5
152,103,0,8,0,3,3,2,3,1,0,0,0,0,1,5
153,112,0,8,1,4,4,3,3,0,0,0,0,0,2,9
154,121,0,6,1,2,4,2,1,0,0,0,0,3,2,5
155,136,0,8,0,2,5,1,2,0,0,0,0,0,2,4
156,145,0,6,0,0,4,0,1,0,1,0,0,0,0,3
157,153,0,8,0,2,1,3,0,0,1,0,0,2,0,0
158,160,1,8,1,4,1,3,0,0,0,0,0,0,1,1
159,169,1,8,1,6,0,2,0,0,0,0,0,3,0,5
160,184,1,15,0,3,1,1,2,0,0,0,0,0,0,10
161,199,1,15,0,3,2,2,2,0,0,0,1,0,1,9
162,214,1,9,0,2,2,2,1,0,0,1,1,0,1,8
163,223,1,8,0,1,1,2,2,0,0,1,1,2,0,7
164,230,2,8,1,1,2,3,3,0,0,0,0,0,2,10
165,239,2,6,1,1,2,4,3,0,1,0,0,0,1,5
166,247,2,6,1,3,1,4,1,1,1,0,0,0,2,5
167,255,2,3,1,2,0,3,1,1,0,0,0,3,2,1
168,270,2,8,0,2,0,1,0,0,0,0,0,0,1,4
169,279,2,8,0,4,0,2,1,1,0,0,1,0,0,3
170,288,2,9,0,4,0,3,1,1,0,1,1,2,1,5
171,296,3,8,1,2,1,2,2,1,0,1,0,0,0,5
172,305,3,9,1,0,2,2,2,0,0,0,0,0,1,1
173,314,3,8,1,1,4,3,1,0,0,0,0,0,1,4
174,323,3,8,1,2,2,1,0,0,0,0,0,3,0,5
175,338,3,15,0,2,2,2,1,0,0,0,1,0,1,9
176,353,3,9,1,1,2,3,1,0,0,0,0,0,1,6
177,362,3,8,1,2,2,3,1,0,0,0,0,0,0,1
178,371,3,9,1,5,3,1,1,0,0,0,0,0,1,6
179,380,3,8,1,4,2,1,0,1,0,0,0,3,0,5
180,395,3,15,0,3,0,3,1,1,0,0,0,0,1,10
181,410,3,9,0,2,3,3,0,0,0,0,0,0,0,6
182,419,3,9,0,0,3,6,1,0,0,0,0,0,0,5
183,428,3,9,0,2,4,7,1,1,0,0,0,0,1,5
184,437,3,8,0,3,3,3,0,1,0,0,0,0,0,5
185,446,3,9,0,2,3,2,2,0,0,0,0,0,0,6
186,455,3,9,0,0,2,3,2,0,0,0,0,0,1,4
187,464,3,8,0,1,0,1,1,0,0,1,1,0,1,4
188,473,3,8,0,1,0,1,1,0,0,1,1,0,0,4
189,482,3,9,1,2,1,1,2,0,0,0,0,1,1,4
190,490,2,8,1,3,1,3,3,0,2,0,0,1,0,3
191,497,1,8,1,2,3,4,2,0,2,0,0,0,1,3
192,506,1,8,3,0,3,4,2,0,1,0,0,3,2,7
193,521,1,8,3,1,1,5,0,0,0,0,2,3,1,3
194,536,1,9,2,2,2,1,1,0,0,0,0,3,2,8
195,551,1,8,1,2,0,1,2,0,0,0,0,3,0,9
196,566,1,15,0,4,4,4,4,0,0,0,0,1,2,10
197,580,0,8,0,4,1,1,1,0,0,0,0,2,1,4
198,587,1,6,0,4,0,2,4,0,0,0,0,0,0,3
199,595,1,8,0,5,0,2,5,1,0,0,0,0,0,3
200,604,1,9,0,3,2,0,6,1,0,0,0,0,0,9
201,613,1,9,0,3,3,1,4,1,0,1,0,1,0,0
202,621,0,9,1,3,4,3,2,0,0,1,0,0,3,5
203,630,0,3,1,2,3,4,1,0,1,0,0,3,0,1
204,645,0,15,0,3,2,4,0,0,1,0,1,2,1,9
205,659,1,9,1,1,2,4,3,0,0,0,0,0,1,6
206,668,1,8,1,2,2,1,3,1,0,0,0,2,1,9
207,675,2,6,1,3,3,3,3,1,0,0,0,3,1,5
208,690,2,9,0,1,5,5,4,2,0,0,0,1,2,4
209,698,1,6,0,1,4,2,1,2,0,0,0,1,0,2
210,703,0,6,1,1,4,3,1,1,0,0,0,3,1,0
211,718,0,9,1,1,2,5,1,1,0,0,0,3,1,5
212,733,0,9,1,0,0,3,3,1,0,1,0,3,0,1
213,748,0,15,1,1,2,2,4,0,0,1,0,0,1,6
214,763,0,9,1,0,4,3,3,0,0,0,0,3,0,7
215,778,0,15,0,1,2,4,1,0,0,0,0,0,0,10
216,793,0,15,0,2,1,1,0,0,0,0,0,0,2,10
217,808,0,8,0,2,2,1,1,0,0,0,0,0,1,9
218,817,0,8,0,3,2,3,1,1,0,0,0,0,0,4
219,826,0,9,0,4,1,2,1,1,0,0,0,0,3,5
220,835,0,3,1,1,2,4,2,0,0,0,1,3,1,0
221,850,0,9,0,1,2,4,3,1,0,0,1,0,0,9
222,859,0,9,0,4,2,4,2,1,0,0,0,0,0,9
223,868,0,9,1,5,1,4,1,0,0,0,0,0,4,10
224,877,0,3,1,5,0,2,4,0,0,0,0,3,3,4
225,892,0,6,0,2,2,1,3,0,0,0,0,0,2,4
226,900,0,3,0,0,2,2,1,0,0,1,0,0,0,0
227,906,0,6,0,0,2,2,2,0,0,1,0,0,0,2
228,914,0,8,0,3,0,1,4,0,1,1,0,0,0,0
229,923,0,9,0,3,0,1,2,0,1,0,0,2,0,0
230,931,1,9,1,1,0,3,2,0,0,0,0,3,0,1
231,946,1,15,0,0,2,1,5,0,0,0,0,1,0,10
232,960,0,15,0,2,1,0,2,0,0,0,0,2,0,10
233,974,1,15,0,1,1,1,1,0,0,0,0,0,1,9
234,989,1,9,0,3,0,3,3,0,0,1,0,0,0,0
235,998,1,9,0,4,1,2,3,1,0,1,0,2,2,0
236,1006,2,6,1,1,2,0,1,1,0,0,0,3,0,4
237,1021,2,15,0,2,1,4,1,1,0,0,1,2,0,9
238,1035,3,15,1,2,0,2,2,0,0,0,0,0,2,6
239,1050,3,8,1,1,0,1,1,0,0,0,0,0,1,5
240,1059,3,8,1,0,0,1,1,0,0,0,0,3,0,5
241,1074,3,15,0,0,5,3,2,0,1,0,0,0,1,9
242,1089,3,9,0,0,2,2,2,1,0,0,1,0,1,6
243,1098,3,8,1,0,1,4,2,0,0,0,0,0,1,6
244,1107,3,8,1,0,1,3,3,1,0,0,0,3,2,9
245,1122,3,8,0,2,2,3,3,0,1,0,0,0,1,5
246,1131,3,8,0,1,2,1,2,0,0,0,0,0,2,5
247,1140,3,6,0,4,2,0,1,0,0,0,0,0,0,3
248,1148,3,8,0,5,1,1,1,0,0,0,0,0,1,5
249,1157,3,8,0,2,2,1,1,0,0,0,0,0,0,4
250,1166,3,9,0,0,2,1,1,0,0,0,0,0,1,5
251,1175,3,8,0,0,3,1,1,0,0,0,0,0,0,4
252,1184,3,9,0,0,2,3,1,0,1,0,0,1,0,0
253,1192,2,9,0,0,1,5,1,0,1,0,0,1,1,0
254,1200,1,8,1,1,1,3,2,0,0,0,0,3,0,0
255,1215,1,15,0,2,2,0,2,0,0,0,0,2,0,3
256,1229,2,15,0,1,1,1,1,0,1,1,0,1,0,8
257,1243,1,15,1,3,2,0,2,0,0,1,0,2,0,5
258,1257,2,15,2,3,2,3,2,0,0,0,0,2,2,10
259,1271,3,8,2,1,2,1,1,0,0,0,0,3,0,9
260,1286,3,15,1,1,1,3,2,0,1,0,0,0,2,10
261,1301,3,8,1,3,1,2,5,0,0,0,0,0,2,5
262,1310,3,6,1,3,2,2,3,0,0,0,0,0,2,5
263,1318,3,3,1,2,1,2,2,0,0,0,0,3,1,1
264,1333,3,9,0,3,1,3,4,0,0,0,0,1,1,9
265,1341,2,8,0,5,1,2,2,0,0,0,0,0,0,5
266,1350,2,9,0,4,2,2,2,0,0,0,0,0,2,6
267,1359,2,6,0,1,1,1,2,1,0,0,0,0,0,3
268,1367,2,8,0,0,2,1,3,1,0,0,0,0,1,4
269,1376,2,8,0,1,1,1,3,0,0,0,0,0,0,5
270,1385,2,9,0,1,1,4,2,0,0,0,0,1,0,5
271,1393,1,9,0,2,1,3,2,0,0,0,0,0,1,5
272,1402,1,8,0,2,0,1,0,0,1,0,0,0,0,4
273,1411,1,9,0,2,1,1,0,0,1,0,0,0,0,5
274,1420,1,9,0,4,3,1,1,0,1,0,0,0,1,9
275,1429,1,8,1,5,2,2,1,0,1,0,0,3,2,1
276,1444,1,8,1,2,2,3,1,0,0,0,0,1,2,6
277,1451,0,3,1,0,2,2,2,0,0,0,0,3,0,5
278,1466,0,15,0,2,1,0,3,0,0,0,0,0,2,10
279,1481,0,8,0,2,3,2,2,0,0,0,0,0,1,8
280,0,0,5,0,0,0,1,2,0,0,0,0,0,0,4
281,6,0,6,0,0,0,1,3,0,0,0,0,0,0,4
282,14,0,8,0,2,1,2,5,0,0,0,0,0,0,5
283,23,0,9,0,3,3,2,4,0,0,0,0,2,1,6
284,31,1,8,0,2,2,1,1,0,0,0,0,0,1,8
285,40,1,8,0,5,3,1,0,0,0,0,0,0,1,5
286,49,1,8,0,5,2,0,1,0,0,0,0,0,2,4
287,58,1,6,0,3,0,2,2,0,0,0,0,0,0,4
288,66,1,8,0,4,1,4,2,1,0,0,0,0,0,7
289,75,1,9,0,5,1,3,1,1,0,0,0,1,2,8
290,83,0,6,1,4,1,1,4,0,0,0,0,0,1,4
291,91,0,6,1,3,1,1,5,1,0,0,0,3,3,4
292,106,0,6,1,2,2,1,0,0,0,0,0,3,1,5
293,121,0,9,0,3,1,3,1,0,0,0,0,2,0,8
294,129,1,9,0,2,3,1,1,0,1,0,0,0,1,0
295,138,1,8,0,1,2,1,2,0,2,0,0,0,2,3
296,147,1,6,1,0,0,3,3,0,1,0,0,3,0,4
297,162,1,15,1,0,4,3,3,0,0,1,0,2,2,10
298,176,2,8,2,1,2,3,2,0,0,0,1,3,2,6
299,191,2,8,1,4,2,2,2,0,0,0,1,0,1,1
300,200,2,8,1,4,2,4,0,0,0,0,0,2,0,5
301,207,3,8,1,3,2,5,0,0,0,0,0,3,0,6
302,222,3,15,0,2,3,2,3,0,0,0,0,0,1,10
303,237,3,9,0,1,3,1,4,0,1,0,0,1,1,5
304,245,2,8,0,1,1,2,4,1,1,0,0,1,0,0
305,252,1,8,0,1,1,3,4,1,1,0,0,0,1,5
306,261,1,8,1,1,0,3,4,1,0,0,0,3,0,5
307,276,1,15,0,0,2,2,3,1,0,0,0,0,2,9
308,291,1,8,0,2,3,5,5,1,1,0,0,0,1,7
309,300,1,8,1,2,2,3,4,0,0,0,0,0,1,5
310,309,1,8,1,1,2,3,2,0,0,0,0,1,1,5
311,316,0,6,1,1,2,2,1,0,0,0,0,3,1,6
312,331,0,9,0,2,1,0,0,0,0,0,0,0,0,9
313,340,0,9,0,3,3,0,1,0,1,0,1,0,2,10
314,349,0,6,0,4,4,1,1,1,1,0,1,0,1,8
315,357,0,6,0,3,4,1,2,1,0,0,0,0,2,0
316,365,0,3,0,1,1,0,2,1,0,0,0,0,1,0
317,371,0,3,1,0,1,1,1,0,0,0,1,3,0,1
318,386,0,15,0,2,0,2,1,0,0,0,1,2,0,10
319,400,1,15,0,2,2,5,1,0,0,0,1,0,1,9
320,415,1,9,0,5,3,7,2,0,1,0,0,0,1,0
321,424,1,8,0,2,2,2,3,0,1,1,0,0,2,4
322,433,1,6,1,0,1,2,4,0,0,1,0,3,0,3
323,448,1,15,0,0,1,1,5,0,1,0,0,0,1,9
324,463,1,9,0,1,2,4,3,0,1,0,0,0,0,6
325,472,1,9,1,4,4,4,2,0,0,0,0,2,2,7
326,480,2,6,1,3,5,2,3,0,0,0,0,3,2,5
327,495,2,8,0,3,2,3,2,0,0,0,1,0,1,4
328,504,2,8,0,4,0,3,2,0,0,1,1,0,1,4
329,513,2,8,0,3,1,3,2,0,0,1,1,0,1,4
330,522,2,8,1,2,2,2,2,0,0,0,0,0,1,8
331,531,2,8,1,2,1,2,1,0,0,0,0,0,1,1
332,540,2,8,1,4,1,3,1,0,0,0,0,1,1,5
333,547,1,6,1,3,0,2,2,0,0,1,0,3,0,5
334,562,1,15,0,1,1,3,1,0,0,0,1,0,1,10
335,577,1,9,0,0,2,1,2,1,0,0,1,0,1,4
336,586,1,8,0,1,1,4,6,1,0,0,0,1,0,4
337,593,0,8,0,2,2,4,5,2,0,0,0,0,0,7
338,602,0,9,1,3,2,2,4,1,0,0,0,3,2,1
339,617,0,8,1,2,1,2,5,0,0,0,0,2,1,0
340,624,1,6,1,1,0,2,4,0,0,0,0,3,0,3
341,639,1,15,0,0,3,0,2,1,0,0,0,1,0,9
342,653,0,15,1,2,1,2,0,0,0,0,0,2,1,6
343,667,1,9,1,1,1,3,2,0,0,0,1,1,1,6
344,675,0,8,1,3,1,2,1,0,0,0,1,3,0,5
345,690,0,15,0,4,1,2,1,0,0,1,0,2,1,9
346,704,1,9,0,0,0,1,1,0,0,1,0,0,0,0
347,713,1,9,0,1,0,1,0,0,1,1,0,2,1,3
348,721,2,8,1,2,1,0,0,0,1,0,0,3,0,10
349,736,2,15,0,1,2,1,3,0,0,0,2,2,1,5
350,750,3,9,2,1,3,3,4,0,0,0,0,3,4,6
351,765,3,3,1,0,1,6,1,0,0,0,0,3,0,1
352,780,3,15,0,0,2,1,3,0,0,1,0,1,1,10
353,794,2,9,1,1,0,0,3,0,0,0,0,3,0,5
354,809,2,15,0,0,3,2,2,0,1,0,0,0,1,9
355,824,2,9,0,1,2,3,2,0,1,0,0,1,0,0
356,832,1,9,1,1,3,2,1,0,0,0,0,1,1,1
357,840,0,8,1,0,5,3,3,0,0,0,0,3,0,1
358,855,0,15,0,0,3,3,3,0,0,0,0,0,0,8
359,870,0,15,0,1,1,0,0,1,0,0,0,0,0,9
360,885,0,15,0,4,2,1,1,2,1,1,0,0,4,9
361,900,0,3,2,5,4,1,1,1,0,2,0,3,2,2
362,915,0,8,1,4,2,3,4,1,1,0,0,3,4,6
363,930,0,3,1,0,2,1,0,0,0,0,0,3,0,0
364,945,0,15,0,2,2,0,1,1,1,0,0,0,2,9
365,960,0,8,0,2,0,0,2,1,0,1,0,0,0,4
366,969,0,9,1,2,1,2,2,0,0,0,0,0,2,7
367,978,0,6,1,2,2,4,1,0,0,0,0,3,1,4
368,993,0,9,0,2,3,3,1,0,1,0,0,0,1,4
369,1002,0,8,0,1,1,3,1,0,2,0,0,2,0,3
370,1009,1,8,1,1,1,2,1,1,1,0,0,3,1,0
371,1024,1,9,1,1,1,2,3,1,0,0,0,1,1,0
372,1032,0,8,2,0,1,5,4,0,0,0,0,3,0,9
373,1047,0,15,1,2,2,3,5,0,0,0,0,2,0,6
374,1061,1,15,1,2,3,1,5,0,0,0,0,0,3,10
375,1076,1,6,1,3,0,1,2,0,0,1,0,3,0,4
376,1091,1,15,0,1,2,3,0,0,0,1,0,2,3,10
377,1105,2,6,1,0,3,2,2,0,0,0,0,3,1,4
378,1120,2,9,0,3,4,4,2,0,0,0,0,2,1,8
379,1128,3,8,0,2,2,4,2,0,0,1,0,0,0,9
380,1137,3,9,0,1,0,4,2,0,0,1,0,1,2,5
381,1145,2,6,1,4,0,3,2,1,1,0,0,0,2,5
382,1153,2,3,1,5,0,1,3,1,1,0,1,3,1,2
383,1168,2,9,0,4,1,0,4,0,0,0,1,2,2,5
384,1176,3,6,1,3,3,1,2,0,0,0,0,3,2,6
385,1191,3,8,0,4,3,6,4,0,1,0,0,0,0,8
386,1200,3,9,0,4,1,3,6,0,0,0,0,1,2,6
387,1208,2,6,0,3,1,1,3,0,0,0,0,0,1,2
388,1216,2,6,0,4,2,0,1,0,0,1,0,0,0,0
389,1224,2,8,0,5,3,0,0,0,0,1,0,0,0,4
390,1233,2,9,1,3,3,1,2,0,0,0,0,3,0,6
391,1248,2,15,0,2,3,1,3,0,0,0,0,0,1,9
392,1263,2,9,0,1,0,2,4,0,1,0,0,1,0,0
393,1271,1,9,0,1,0,4,4,1,1,0,0,0,0,6
394,1280,1,9,1,2,2,2,3,1,0,0,1,3,0,10
395,1295,1,15,0,3,3,2,4,0,0,0,1,0,2,10
396,1310,1,8,0,2,6,2,1,0,0,0,0,2,1,5
397,1317,2,6,0,0,4,1,0,0,0,0,0,0,1,3
398,1325,2,6,0,0,2,0,2,0,0,0,0,0,0,3
399,1333,2,8,0,0,5,0,3,0,0,0,1,0,0,0
400,1342,2,9,0,2,5,0,1,0,0,0,1,2,1,4
401,1350,3,8,1,3,4,0,0,0,0,0,0,3,0,1
402,1365,3,15,0,4,2,2,1,0,0,0,1,0,1,4
403,1380,3,9,1,2,2,3,0,1,0,0,1,3,0,6
404,1395,3,15,0,1,3,3,0,1,0,0,1,0,0,9
405,1410,3,15,1,2,1,3,4,0,1,0,0,0,2,6
406,1425,3,8,1,3,1,4,3,0,0,0,0,0,3,1
407,1434,3,3,1,3,0,4,0,0,0,0,0,3,0,2
408,1449,3,15,0,3,1,2,1,1,0,0,0,0,0,10
409,1464,3,15,0,3,0,1,3,0,0,0,0,0,2,10
410,1479,3,8,0,0,0,0,1,0,0,1,0,0,1,8
411,1488,3,8,0,0,0,0,0,0,0,1,0,1,0,8
412,0,0,5,0,3,0,2,1,0,0,0,0,0,0,4
413,6,0,6,0,3,0,2,2,0,0,0,0,2,0,3
414,11,1,6,0,4,2,1,2,0,1,0,0,0,0,3
415,19,1,8,0,3,3,2,2,0,1,0,0,0,1,4
416,28,1,8,1,3,2,2,2,0,0,1,0,0,1,0
417,37,1,8,1,3,1,3,3,0,1,1,0,0,1,0
418,46,1,8,1,3,0,2,3,0,1,0,0,3,0,0
419,61,1,15,1,0,0,2,3,0,0,0,0,0,0,10
420,76,1,15,1,1,1,2,1,0,0,0,0,0,0,6
421,91,1,15,1,2,1,2,5,0,0,0,0,0,1,10
422,106,1,9,1,6,1,1,4,1,0,0,0,3,0,7
423,121,1,15,0,3,5,0,1,1,0,0,0,1,3,10
424,135,0,6,1,2,2,1,0,0,0,0,0,3,2,4
425,150,0,8,0,0,2,2,1,0,0,0,0,0,0,4
426,159,0,9,0,1,0,2,1,0,0,0,0,0,0,6
427,168,0,9,0,2,2,1,2,0,0,1,0,2,0,5
428,176,1,9,0,1,3,0,2,0,0,1,0,0,1,8
429,185,1,8,0,1,2,1,2,0,1,1,0,2,0,0
