,X,Y,Speed,Boosts,Mud_0,Mud_1,Mud_2,Mud_3,Speed_0,Speed_1,Speed_2,Speed_3,Move,Mud_Through,Objective
51853,222,0,8,0,0,3,3,5,0,0,0,0,0,0,4
51854,231,0,9,0,0,2,3,4,0,0,0,0,0,0,5
51855,240,0,9,0,0,3,2,2,0,0,0,0,0,0,6
51856,249,0,9,0,1,4,0,2,0,0,0,0,0,0,6
51857,258,0,9,0,3,3,2,0,0,0,0,1,0,1,9
51858,267,0,8,0,3,3,2,0,0,0,0,1,0,1,5
51859,276,0,8,0,2,4,1,1,0,0,0,0,0,2,5
51860,285,0,6,0,2,4,3,2,0,0,0,0,0,0,5
51861,293,0,8,0,3,3,3,2,0,0,0,0,0,1,10
51862,302,0,8,0,2,3,1,1,0,1,0,0,0,2,7
51863,311,0,6,0,2,2,1,1,0,1,0,0,2,1,4
51864,316,1,3,0,3,2,2,1,0,1,0,0,0,0,0
51865,322,1,6,1,3,2,3,1,0,1,0,1,3,2,5
51866,337,1,8,0,2,2,4,0,0,1,1,1,0,1,1
51867,346,1,8,1,2,1,1,1,0,0,3,0,2,1,1
51868,353,2,6,1,2,0,0,2,0,0,4,0,0,0,2
51869,361,2,8,4,1,0,1,3,0,0,1,0,3,1,6
51870,376,2,9,4,3,1,2,0,0,1,0,0,3,2,8
51871,391,2,8,3,1,2,1,1,0,1,0,0,3,1,7
51872,406,2,9,2,2,0,1,0,0,0,0,0,3,1,2
51873,421,2,9,1,3,1,2,5,0,0,0,0,1,1,7
51874,429,1,8,1,2,2,2,5,0,0,1,0,3,0,4
51875,444,1,15,0,2,2,3,2,0,1,1,0,0,2,5
51876,459,1,8,0,4,0,1,3,0,1,1,0,0,0,4
51877,468,1,9,1,2,0,1,2,1,0,0,0,3,0,6
51878,483,1,15,0,1,1,4,2,1,1,0,0,0,1,5
51879,498,1,9,0,3,1,3,3,1,1,0,0,0,1,6
51880,507,1,8,1,1,0,3,3,0,0,0,0,3,0,3
51881,522,1,15,0,2,2,2,2,1,0,0,0,1,2,9
51882,536,0,8,0,1,1,0,3,2,0,0,0,0,0,4
51883,545,0,9,2,2,1,4,3,0,0,0,0,3,1,2
51884,560,0,9,1,1,1,2,4,0,0,0,0,0,1,6
51885,569,0,8,1,0,1,1,4,0,0,0,0,3,0,5
51886,584,0,15,0,1,2,1,2,0,0,0,1,0,1,9
51887,599,0,9,0,1,4,2,2,0,1,0,0,0,0,0
51888,608,0,9,0,4,2,2,3,0,1,0,0,2,2,0
51889,616,1,6,1,4,0,2,2,0,0,0,0,3,0,4
51890,631,1,15,0,1,1,0,1,0,0,0,0,2,0,10
51891,645,2,15,0,0,2,1,4,0,0,0,0,0,1,10
51892,660,2,9,0,2,5,1,6,0,0,0,0,0,1,6
51893,669,2,8,0,3,4,2,3,0,0,0,0,0,0,5
51894,678,2,9,0,3,2,3,4,0,0,0,0,1,1,5
51895,686,1,8,0,1,2,2,4,0,0,1,0,0,1,0
51896,695,1,8,0,2,2,0,1,0,0,1,0,2,0,5
51897,702,2,8,1,2,3,2,2,0,0,0,0,3,0,5
51898,717,2,15,0,3,3,2,3,1,0,0,0,0,2,10
51899,732,2,8,0,0,2,1,1,0,0,0,0,0,0,5
51900,741,2,9,0,2,1,2,0,0,0,0,0,0,1,6
51901,750,2,8,0,2,1,2,2,0,1,0,0,0,1,9
51902,759,2,8,0,2,3,2,3,0,1,0,0,0,1,5
51903,768,2,8,0,2,4,2,2,0,1,0,0,1,2,5
51904,775,1,3,1,1,3,1,1,0,0,0,0,3,2,2
51905,790,1,8,0,3,2,1,1,0,0,0,0,0,1,4
51906,799,1,8,0,2,3,2,2,1,0,1,0,0,1,7
51907,808,1,8,0,2,3,2,3,1,0,1,0,1,0,0
51908,815,0,8,1,2,3,2,2,1,0,1,0,0,2,5
51909,824,0,6,1,1,1,3,3,1,0,0,0,3,0,1
51910,839,0,15,1,2,0,3,3,0,0,0,0,0,2,10
51911,854,0,8,1,0,2,1,3,0,0,0,0,3,0,9
51912,869,0,15,0,3,3,3,3,0,0,0,0,0,2,10
51913,884,0,8,0,3,4,2,1,1,0,0,0,0,2,4
51914,893,0,6,0,2,2,3,2,1,0,0,0,0,1,3
51915,901,0,6,0,1,0,1,1,1,0,0,0,0,0,0
51916,909,0,8,1,2,0,2,1,0,1,0,0,2,0,4
51917,916,1,8,1,1,1,1,1,0,1,0,0,3,0,4
51918,931,1,15,1,1,2,2,2,0,1,1,0,0,2,10
51919,946,1,8,2,1,1,1,1,0,0,0,0,3,1,5
51920,961,1,9,1,0,2,6,2,0,0,0,0,1,0,9
51921,969,0,9,1,2,2,5,3,0,0,0,0,0,0,9
51922,978,0,9,1,3,2,4,3,0,0,0,1,0,2,1
51923,987,0,6,1,1,1,1,1,0,0,0,1,0,1,4
51924,995,0,6,1,0,3,0,1,0,0,0,0,3,0,5
51925,1010,0,15,0,3,1,1,5,1,0,0,0,0,1,10
51926,1025,0,9,0,2,2,1,3,1,0,0,0,0,2,6
51927,1034,0,6,1,1,1,1,1,0,0,0,1,3,1,5
51928,1049,0,9,0,2,0,2,1,0,0,0,1,0,1,6
51929,1058,0,8,0,2,2,2,3,0,0,0,0,0,1,4
51930,1067,0,8,0,1,3,2,4,0,0,0,0,0,1,4
51931,1076,0,8,0,0,1,3,3,0,0,0,0,0,0,4
51932,1085,0,9,0,0,0,4,3,0,0,0,0,0,0,6
51933,1094,0,9,0,1,0,3,4,0,0,0,0,0,0,5
51934,1103,0,9,0,1,0,0,5,0,0,0,0,0,1,6
51935,1112,0,8,0,2,1,2,2,0,0,0,0,0,0,4
51936,1121,0,9,0,3,1,2,1,0,1,1,0,2,1,0
51937,1129,1,8,0,2,1,0,1,0,1,1,0,2,0,0
51938,1136,2,8,1,1,1,0,4,1,1,0,0,3,0,5
51939,1151,2,15,0,2,2,0,4,1,0,0,0,0,0,10
51940,1166,2,15,0,4,1,2,1,1,0,0,0,0,1,9
51941,1181,2,9,0,1,1,2,1,1,0,0,0,1,0,4
51942,1189,1,9,0,1,2,1,4,1,0,0,0,1,0,5
51943,1197,0,9,1,1,3,3,6,0,0,0,0,0,0,1
51944,1206,0,9,1,1,2,3,6,0,0,0,0,0,1,7
51945,1215,0,8,1,0,3,4,4,0,0,0,0,3,0,9
51946,1230,0,15,0,4,2,2,2,0,0,0,0,2,2,8
51947,1244,1,8,0,1,5,2,1,2,0,0,0,1,1,3
51948,1251,0,6,0,1,5,2,1,2,0,1,1,0,0,3
51949,1259,0,8,2,1,2,2,1,0,0,1,1,3,1,9
51950,1274,0,9,1,3,4,0,1,0,0,0,0,0,1,1
51951,1283,0,8,1,2,3,0,1,0,0,0,0,0,2,0
51952,1292,0,6,1,1,1,1,1,0,0,0,0,3,0,5
51953,1307,0,15,0,2,0,3,3,0,1,0,0,2,0,4
51954,1321,1,15,1,3,2,0,1,1,0,0,0,1,3,10
51955,1335,0,6,1,0,2,1,2,1,0,0,0,3,0,1
51956,1350,0,15,1,1,1,0,3,0,0,0,0,0,1,10
51957,1365,0,9,1,1,1,1,3,0,0,0,0,3,0,6
51958,1380,0,15,0,1,1,0,3,0,0,1,0,0,1,10
51959,1395,0,9,0,1,2,1,3,0,0,0,1,2,0,4
51960,1403,1,9,0,1,3,3,2,0,0,0,1,2,0,5
51961,1411,2,9,0,1,1,3,2,0,0,0,1,2,0,8
51962,1419,3,9,1,1,2,2,3,0,0,0,0,0,1,9
51963,1428,3,8,1,2,2,2,4,0,0,0,0,0,2,8
51964,1437,3,6,1,3,4,1,3,0,0,0,0,0,1,5
51965,1445,3,6,1,2,2,1,3,0,0,0,1,3,3,6
51966,1460,3,6,1,2,2,4,3,0,0,1,0,3,2,7
51967,1475,3,8,0,4,3,2,2,0,0,1,0,0,2,9
51968,1484,3,6,0,3,2,0,0,0,0,1,0,0,0,6
51969,0,0,5,0,4,2,2,1,0,0,1,0,2,0,5
51970,4,1,5,0,4,2,5,1,0,0,1,0,2,0,7
51971,8,2,5,0,4,0,6,2,0,0,1,1,0,0,7
51972,14,2,6,1,4,0,8,2,1,0,0,1,0,4,3
51973,22,2,3,1,2,0,5,2,1,0,0,1,2,0,5
51974,24,3,3,1,2,0,4,3,1,0,0,1,3,1,2
51975,39,3,9,1,1,2,5,4,0,0,0,0,0,3,7
51976,48,3,3,1,3,2,5,3,0,0,0,0,3,2,1
51977,63,3,8,0,5,1,1,1,0,0,0,0,0,1,5
51978,71,3,8,0,5,2,0,1,0,0,0,0,0,0,5
51979,79,3,9,0,3,1,0,2,0,0,0,0,0,1,6
51980,88,3,8,0,4,1,0,2,0,0,0,0,0,1,4
51981,97,3,8,0,5,1,0,1,0,0,0,0,0,1,5
51982,106,3,8,0,2,2,2,1,0,0,0,0,0,0,4
51983,115,3,9,0,0,3,3,1,0,0,0,0,0,1,9
51984,124,3,8,0,1,2,3,2,0,0,0,0,0,0,5
51985,133,3,9,0,1,1,3,2,0,0,0,0,0,2,5
51986,142,3,6,0,2,1,2,0,0,0,0,0,0,0,5
51987,150,3,8,0,2,1,1,2,0,0,0,0,0,0,5
51988,159,3,9,0,3,1,0,2,0,0,0,0,0,2,6
51989,168,3,6,0,3,2,0,1,0,0,1,0,0,0,3
51990,176,3,8,0,4,2,0,2,0,0,1,0,0,1,7
51991,185,3,8,0,4,2,2,4,0,1,1,0,1,0,0
51992,192,2,8,1,4,1,2,4,0,1,0,0,0,2,5
51993,201,2,6,1,2,4,0,2,0,0,0,0,3,0,6
51994,216,2,15,0,0,3,5,3,0,0,0,0,1,1,9
51995,230,1,9,0,0,2,5,5,0,0,1,0,0,2,9
51996,239,1,6,0,3,1,3,5,0,0,1,0,2,0,3
51997,244,2,6,1,5,1,4,4,0,0,1,0,0,2,4
51998,252,2,3,1,5,1,4,4,0,0,1,0,3,2,0
51999,267,2,8,1,2,0,6,2,0,0,0,0,1,0,8
52000,274,1,8,1,3,2,5,3,0,0,0,0,0,0,1
52001,283,1,9,1,3,2,2,3,0,0,0,0,2,2,1
52002,291,2,6,1,3,1,0,2,0,0,0,0,3,0,1
52003,306,2,15,0,3,0,0,2,1,0,0,0,0,0,10
52004,321,2,15,0,2,1,1,1,0,0,0,0,2,0,10
52005,335,3,15,0,1,1,3,1,0,0,0,0,0,1,10
52006,350,3,9,0,1,1,5,1,0,0,0,0,0,0,5
52007,359,3,9,0,4,1,4,2,0,0,0,0,0,1,6
52008,368,3,8,0,5,2,1,2,0,0,0,0,0,0,4
52009,377,3,9,0,4,2,1,3,0,0,0,0,1,1,5
52010,385,2,8,0,1,1,0,2,0,0,0,0,0,0,4
52011,394,2,9,0,2,1,0,2,0,0,0,0,0,0,4
52012,403,2,9,0,1,3,0,2,0,0,1,0,0,0,5
52013,412,2,9,0,2,3,1,2,0,0,1,0,0,0,5
52014,421,2,9,1,3,3,2,2,0,0,0,0,0,1,5
52015,430,2,8,1,2,1,1,3,0,0,0,0,0,1,5
52016,439,2,8,1,1,4,1,3,1,1,0,0,0,0,5
52017,448,2,9,1,0,4,2,3,1,1,0,0,0,1,6
52018,457,2,8,1,2,1,2,2,1,0,0,0,0,1,1
52019,466,2,8,1,2,0,1,1,0,0,0,0,1,0,5
52020,473,1,8,1,3,0,1,1,0,0,0,0,3,0,4
52021,488,1,15,0,3,1,4,3,1,0,1,0,0,1,9
52022,503,1,9,0,2,1,4,3,1,0,0,0,1,0,0
52023,511,0,9,1,2,2,5,3,0,0,0,0,0,2,1
52024,520,0,6,1,0,3,4,1,0,0,0,0,3,0,4
52025,535,0,15,0,0,2,0,1,0,0,0,0,0,0,10
52026,550,0,15,0,1,3,3,4,0,0,0,0,0,1,8
52027,565,0,9,0,2,1,4,3,0,0,2,0,2,0,8
52028,573,1,9,0,3,3,4,2,0,0,2,0,2,1,8
52029,581,2,8,2,2,3,3,4,0,0,0,0,3,3,2
52030,596,2,6,1,0,4,1,4,0,0,0,0,0,1,4
52031,604,2,6,1,0,4,1,1,0,0,0,0,3,0,5
52032,619,2,15,0,1,3,1,3,0,0,0,1,0,1,9
52033,634,2,9,0,1,2,2,5,0,0,0,1,2,2,9
52034,642,3,6,1,2,3,3,4,0,0,0,0,0,3,10
52035,650,3,3,1,2,2,2,5,0,0,0,0,3,3,4
52036,665,3,6,0,0,2,1,2,0,0,0,0,0,2,4
52037,673,3,3,0,1,3,2,0,0,1,0,0,0,0,0
52038,679,3,6,0,1,5,3,1,1,1,0,0,0,0,4
52039,687,3,8,0,3,5,2,1,1,1,0,0,0,0,4
52040,696,3,9,0,3,5,1,2,1,0,0,0,0,1,5
52041,705,3,8,0,3,1,1,2,0,0,0,0,0,0,8
52042,714,3,9,0,3,0,3,4,0,0,0,0,1,0,9
52043,722,2,9,0,4,1,4,4,0,1,0,0,0,2,9
52044,731,2,6,0,4,2,2,5,0,1,1,0,0,1,2
52045,739,2,6,0,2,4,1,4,0,0,2,0,0,1,0
52046,747,2,6,0,1,4,0,2,1,0,2,0,0,0,3
52047,755,2,8,2,1,6,1,2,1,0,0,1,3,0,6
52048,770,2,15,1,1,2,2,2,1,0,0,0,0,2,10
52049,785,2,8,1,2,2,1,2,0,0,0,0,0,1,5
52050,794,2,8,1,2,2,1,2,0,0,0,0,0,0,1
52051,803,2,9,1,2,2,1,3,0,0,0,0,0,1,7
52052,812,2,8,1,2,3,1,2,0,0,0,1,3,0,6
52053,827,2,15,0,2,2,4,3,0,0,0,0,2,2,10
52054,841,3,8,0,1,2,1,3,1,0,0,0,0,1,8
52055,850,3,8,0,1,3,0,2,0,0,1,0,0,2,3
52056,859,3,6,0,2,3,1,1,0,0,2,0,1,0,3
52057,864,2,6,0,3,3,2,1,0,0,2,0,0,0,0
52058,872,2,8,2,4,2,2,2,0,0,0,0,3,2,6
52059,887,2,8,1,3,2,0,4,0,0,0,0,3,0,5
52060,902,2,15,0,2,2,1,5,0,0,0,0,0,1,10
52061,917,2,9,0,2,5,2,2,0,0,0,0,0,0,6
52062,926,2,9,0,3,3,2,1,0,1,0,0,0,2,5
52063,935,2,6,0,4,0,2,4,0,1,0,0,0,0,3
52064,943,2,8,0,2,1,3,5,1,1,0,0,1,0,5
52065,950,1,8,1,3,3,3,3,1,0,0,0,3,1,9
52066,965,1,9,0,3,4,4,1,0,0,0,0,2,1,9
52067,973,2,8,0,1,3,3,3,1,0,0,0,0,2,8
52068,982,2,6,0,2,2,3,2,1,0,0,0,0,1,8
52069,990,2,6,0,1,3,3,3,1,0,1,0,0,1,0
52070,998,2,6,0,2,2,2,2,0,0,1,0,0,2,0
52071,1006,2,3,1,3,2,0,1,0,0,0,0,3,0,3
52072,1021,2,15,0,3,1,0,3,0,0,0,0,0,0,9
52073,1036,2,15,0,1,5,3,3,0,1,0,0,1,3,10
52074,1050,1,6,1,0,3,3,2,0,0,0,0,0,2,5
52075,1058,1,3,1,2,2,3,1,0,0,0,0,3,1,1
52076,1073,1,9,0,5,3,1,2,0,1,0,0,0,1,5
52077,1082,1,8,0,2,2,1,2,0,1,0,0,0,1,4
52078,1091,1,8,1,2,3,1,5,0,0,0,0,0,1,8
52079,1100,1,8,1,2,2,2,4,0,0,1,0,0,1,3
52080,1109,1,8,1,0,2,1,3,0,0,2,0,2,1,4
52081,1116,2,6,1,0,2,2,4,0,0,2,0,0,0,3
52082,1124,2,8,3,1,1,3,6,0,1,0,0,3,2,6
52083,1139,2,8,2,0,1,1,1,0,0,0,0,3,1,2
52084,1154,2,9,1,3,3,2,0,0,0,0,0,2,0,6
52085,1162,3,9,1,4,2,3,1,0,0,0,0,3,0,6
52086,1177,3,15,0,0,3,3,2,0,0,1,0,1,2,9
52087,1191,2,8,1,1,3,1,1,0,0,0,0,0,1,5
52088,1200,2,8,1,2,2,1,3,0,0,0,0,0,0,5
52089,1209,2,9,1,1,1,1,3,0,0,0,0,0,1,1
52090,1218,2,8,1,3,0,1,2,0,0,0,0,1,0,1
52091,1225,1,8,1,3,1,3,2,0,0,0,0,3,0,6
52092,1240,1,15,0,0,2,2,0,0,0,0,0,1,0,10
52093,1254,0,15,0,2,1,2,3,0,0,0,0,0,2,10
52094,1269,0,8,0,0,2,5,2,0,0,0,0,0,0,4
52095,1278,0,9,0,1,3,6,1,0,0,0,0,0,0,6
52096,1287,0,9,0,1,3,4,1,0,0,0,0,0,0,5
52097,1296,0,9,0,2,2,2,1,0,1,0,0,0,1,5
52098,1305,0,8,0,3,1,0,2,0,1,0,0,2,0,0
52099,1312,1,8,1,2,1,0,2,0,0,0,0,0,1,6
52100,1321,1,8,1,1,0,0,0,0,0,1,0,3,0,5
52101,1336,1,15,0,2,2,2,1,0,0,0,0,0,2,10
52102,1351,1,8,0,2,0,2,2,0,0,0,0,0,0,5
52103,1360,1,9,0,2,1,0,1,0,0,0,0,0,0,5
52104,1369,1,9,0,2,1,1,1,0,0,0,0,0,1,5
52105,1378,1,8,0,1,0,4,3,0,0,0,0,0,0,5
52106,1387,1,9,0,1,2,7,3,0,0,0,0,0,0,6
52107,1396,1,9,0,2,2,7,1,0,0,0,0,0,1,8
52108,1405,1,8,0,1,3,4,1,1,0,0,0,0,1,4
52109,1414,1,8,0,2,2,2,1,1,0,0,0,1,1,5
52110,1421,0,6,1,2,3,2,2,0,0,0,0,3,1,6
52111,1436,0,9,0,3,2,2,2,1,0,1,1,0,1,7
52112,1445,0,8,0,4,2,3,3,2,0,1,1,0,2,3
52113,1454,0,6,0,2,3,3,2,2,1,1,0,0,1,6
52114,1462,0,6,2,1,2,2,2,0,1,1,0,3,1,7
52115,1477,0,9,1,2,2,2,3,0,0,0,0,0,0,10
52116,0,0,5,0,1,0,1,1,0,0,0,0,0,0,4
52117,6,0,6,0,1,1,1,2,0,0,0,0,0,1,4
52118,14,0,6,0,1,4,3,4,0,0,0,1,0,0,4
52119,22,0,8,0,1,3,4,4,0,0,0,1,0,1,4
52120,31,0,8,0,1,1,3,2,0,0,1,2,2,0,6
52121,38,1,8,0,2,2,1,2,0,0,1,2,2,0,3
52122,45,2,8,1,2,3,1,3,0,0,0,2,2,1,0
52123,52,3,6,2,2,3,2,2,0,0,0,1,3,2,4
52124,67,3,8,2,0,1,1,1,0,0,0,0,3,0,2
52125,82,3,15,1,2,0,1,3,0,0,0,0,1,1,10
52126,96,2,9,1,1,1,0,2,0,0,0,0,3,0,6
52127,111,2,15,0,0,2,3,3,0,0,0,0,0,3,8
52128,126,2,6,0,1,1,0,3,0,1,1,0,0,0,0
52129,134,2,8,1,2,0,0,2,0,2,0,0,1,0,3
52130,141,1,8,2,4,0,1,1,0,1,0,0,3,0,4
52131,156,1,15,2,4,1,1,4,0,0,0,1,2,1,8
52132,170,2,9,2,3,1,0,4,0,2,1,1,1,0,5
52133,178,1,9,2,3,2,1,2,0,2,1,0,0,1,5
52134,187,1,8,4,3,2,1,2,0,0,0,0,3,2,7
52135,202,1,8,3,4,1,1,0,0,0,1,2,3,1,7
52136,217,1,9,2,2,2,1,1,0,0,0,0,3,1,2
52137,232,1,9,1,0,1,1,2,0,0,0,0,0,1,1
52138,241,1,8,1,0,0,2,3,0,0,0,0,3,0,5
52139,256,1,15,0,2,0,1,2,0,0,0,0,0,0,9
52140,271,1,15,0,4,2,3,3,0,0,1,0,2,2,5
52141,285,2,8,1,8,3,2,2,1,0,0,0,0,2,1
52142,294,2,6,1,6,1,2,1,1,0,0,0,3,0,5
52143,309,2,15,0,3,1,5,3,2,0,0,0,1,0,10
52144,323,1,15,0,3,2,2,1,0,0,0,0,0,2,10
52145,338,1,8,0,1,2,3,1,0,0,0,0,0,1,5
52146,347,1,8,0,3,2,4,0,0,0,0,0,0,1,5
52147,356,1,8,0,3,2,2,1,0,0,0,0,0,1,5
52148,365,1,8,0,2,2,1,3,0,0,1,0,0,1,4
52149,374,1,8,0,2,2,2,4,0,0,1,0,0,1,3
52150,383,1,8,0,2,3,6,3,0,0,1,1,2,0,2
52151,390,2,8,1,1,3,6,1,0,0,0,2,2,0,3
52152,397,3,8,2,0,1,2,1,0,0,0,1,3,1,4
52153,412,3,9,2,2,3,3,0,0,0,2,0,1,1,5
52154,420,2,8,3,2,2,2,0,0,0,1,0,3,2,7
52155,435,2,8,3,1,2,1,0,0,0,0,0,3,1,10
52156,450,2,9,2,1,2,2,1,0,0,0,0,3,2,10
52157,465,2,8,1,4,2,5,4,0,0,0,0,1,1,1
52158,472,1,6,1,7,1,6,4,0,0,0,0,0,1,1
52159,480,1,6,1,3,0,3,3,0,0,0,0,3,0,1
52160,495,1,15,0,2,3,0,3,0,0,0,0,2,0,10
52161,509,2,15,0,1,1,0,0,1,0,0,0,0,0,9
52162,524,2,15,0,0,1,2,2,0,1,0,0,0,1,8
52163,539,2,9,0,4,2,4,1,1,1,0,0,1,1,0
52164,547,1,8,1,3,4,4,1,1,0,0,0,1,3,4
52165,554,0,3,2,0,4,5,1,0,0,0,0,3,0,2
52166,569,0,15,1,1,0,5,3,0,0,1,0,0,1,10
52167,584,0,9,1,1,4,1,3,0,0,0,0,3,0,6
52168,599,0,15,0,2,1,1,1,0,1,1,0,2,1,5
52169,613,1,9,1,1,1,1,1,0,0,0,0,2,1,1
52170,621,2,8,1,2,2,0,4,0,0,0,0,3,0,1
52171,636,2,15,0,1,2,0,4,0,0,0,0,0,0,10
52172,651,2,15,0,2,1,2,3,0,0,0,0,1,0,10
52173,665,1,15,0,2,4,2,2,0,0,0,0,2,2,10
52174,679,2,8,0,2,3,0,2,0,0,0,0,0,0,4
52175,688,2,9,0,1,2,0,3,0,0,0,0,0,0,4
52176,697,2,9,0,1,2,0,4,0,0,0,1,0,0,5
52177,706,2,9,0,2,2,1,1,0,0,0,1,2,0,4
52178,714,3,9,1,2,2,1,1,0,0,0,0,0,1,6
52179,723,3,8,1,1,2,2,1,0,0,0,0,0,0,3
52180,732,3,9,1,1,3,3,1,1,0,0,1,0,1,0
52181,741,3,8,1,2,4,2,0,1,0,0,2,0,0,0
52182,750,3,9,2,4,2,0,0,1,0,0,1,3,0,4
52183,765,3,15,2,3,1,0,1,0,0,0,0,0,0,10
52184,780,3,15,2,4,2,0,1,0,0,0,1,0,1,6
52185,795,3,9,3,0,2,0,1,0,0,0,0,3,1,8
52186,810,3,9,2,0,3,1,1,0,0,0,0,3,0,10
52187,825,3,15,1,2,1,2,4,0,0,0,0,0,2,10
52188,840,3,8,1,1,3,3,4,0,0,0,0,0,2,6
52189,849,3,6,1,2,2,2,3,0,0,0,0,0,2,5
52190,857,3,3,1,1,3,1,2,0,0,0,0,3,2,1
52191,872,3,8,0,2,1,3,1,0,0,0,0,0,1,4
52192,881,3,8,0,1,3,3,0,2,0,0,0,0,0,4
52193,890,3,9,0,1,3,4,2,2,0,0,0,0,0,6
52194,899,3,9,0,3,0,3,3,1,0,0,0,1,0,5
52195,907,2,9,0,4,1,4,1,0,0,0,0,2,1,5
52196,915,3,8,0,2,1,3,0,0,0,0,0,0,0,4
52197,924,3,9,0,1,1,2,0,0,0,0,0,0,0,6
52198,933,3,9,0,1,1,1,1,0,0,0,0,0,0,7
52199,942,3,9,0,1,2,2,1,0,0,2,0,0,1,4
52200,951,3,8,0,3,2,2,4,0,0,2,0,1,1,0
52201,958,2,6,2,3,3,1,5,0,0,0,0,3,1,6
52202,973,2,9,1,2,3,0,2,0,1,0,0,3,0,6
52203,988,2,15,0,2,3,2,2,0,0,0,0,0,2,10
52204,1003,2,8,0,3,1,1,2,0,0,0,0,0,0,5
52205,1012,2,9,0,4,0,2,1,0,0,0,1,0,1,9
52206,1021,2,8,0,2,1,2,3,0,0,0,1,0,1,0
52207,1030,2,8,0,2,1,2,2,0,0,0,2,2,2,7
52208,1037,3,3,1,2,1,3,1,0,0,0,1,3,0,4
52209,1052,3,15,1,2,2,3,3,0,0,0,0,0,3,10
52210,1067,3,6,1,1,0,1,4,0,0,0,0,3,3,5
52211,1082,3,6,0,1,1,0,3,0,0,0,0,1,0,5
52212,1087,2,6,0,2,2,0,3,0,1,0,0,0,0,4
52213,1095,2,8,0,5,3,0,3,0,1,0,0,1,1,9
52214,1102,1,6,0,5,3,1,3,0,1,0,0,0,1,3
52215,1110,1,6,1,5,2,2,5,0,0,0,0,0,2,3
52216,1118,1,3,1,1,1,3,4,0,1,0,0,3,1,0
52217,1133,1,9,0,0,0,1,3,1,1,1,0,0,0,0
52218,1142,1,9,1,0,2,1,4,0,0,1,0,1,0,4
52219,1150,0,9,1,1,2,2,4,1,1,0,0,3,0,9
52220,1165,0,15,1,4,2,2,2,0,1,0,0,2,1,10
52221,1179,1,9,2,2,3,3,3,0,0,0,0,3,3,7
52222,1194,1,6,1,0,1,0,3,0,0,0,0,3,1,5
52223,1209,1,9,0,2,1,2,1,0,0,0,0,0,0,6
52224,1218,1,9,0,3,1,5,4,0,0,0,1,2,1,5
52225,1226,2,8,0,2,0,4,4,1,0,0,1,1,0,4
52226,1233,1,8,0,2,1,1,4,1,0,0,1,0,0,0
52227,1242,1,9,0,1,1,0,2,1,0,0,0,1,1,8
52228,1250,0,8,1,0,0,0,1,0,0,0,0,3,0,10
52229,1265,0,15,0,4,1,0,2,1,0,0,0,0,3,10
52230,1280,0,6,1,4,1,2,2,0,0,0,0,0,2,3
52231,1288,0,3,1,2,2,4,1,1,0,0,0,3,2,1
52232,1303,0,8,0,0,2,2,0,1,0,0,1,0,0,5
52233,1312,0,9,1,2,1,3,2,0,0,0,1,3,0,10
52234,1327,0,15,0,3,3,2,1,0,0,0,0,0,2,10
52235,1342,0,8,0,4,4,1,1,0,0,0,0,0,2,8
52236,1351,0,6,0,2,2,0,1,0,0,0,0,0,2,4
52237,1359,0,3,0,0,0,1,4,0,0,0,0,0,0,0
52238,1365,0,6,0,1,0,2,4,0,0,0,0,0,0,4
52239,1373,0,8,0,2,1,4,3,0,0,0,0,0,0,5
52240,1382,0,9,0,4,2,4,2,0,0,0,0,2,1,6
52241,1390,1,8,0,3,2,2,2,0,0,0,0,0,1,4
52242,1399,1,8,0,2,1,1,2,1,0,0,1,0,1,0
52243,1408,1,8,0,0,0,2,3,1,0,0,1,1,0,4
52244,1415,0,8,1,1,1,1,3,0,0,0,0,3,0,6
52245,1430,0,15,0,1,2,2,1,0,0,1,1,0,1,10
52246,1445,0,9,0,2,2,2,1,0,0,0,0,0,1,9
52247,1454,0,8,0,3,3,2,0,0,0,0,0,0,1,5
52248,1463,0,8,0,2,2,1,2,0,0,0,0,0,2,4
52249,1472,0,6,0,0,2,1,2,0,0,0,0,0,0,6
52250,1480,0,8,0,1,2,1,1,0,0,0,0,0,0,8
52251,1489,0,9,0,1,0,1,0,0,0,0,0,0,1,9
52252,0,0,5,0,2,0,2,1,0,2,1,0,0,0,4
52253,6,0,6,0,3,0,2,2,0,2,1,0,2,0,0
52254,11,1,6,0,3,0,1,2,0,2,1,1,0,0,0
52255,19,1,8,2,2,0,3,1,0,0,0,1,3,0,4
52256,34,1,15,1,3,1,2,2,0,0,1,0,0,0,10
52257,49,1,15,1,2,1,2,2,0,0,1,0,2,1,10
52258,63,2,9,2,2,1,3,3,0,0,0,0,3,3,7
52259,78,2,6,1,3,3,1,2,0,0,0,0,3,1,5
52260,93,2,9,0,1,1,1,3,0,0,0,0,0,0,5
52261,102,2,9,0,1,2,1,3,0,0,0,0,0,1,5
52262,111,2,8,0,2,3,0,5,0,0,0,0,0,0,4
52263,120,2,9,0,3,3,0,6,0,0,0,0,0,0,6
52264,129,2,9,0,4,5,1,5,0,0,0,0,0,0,6
52265,138,2,9,0,2,5,2,2,0,0,0,0,0,1,5
52266,147,2,8,0,0,2,2,1,0,0,0,1,0,1,4
52267,156,2,8,0,1,1,3,1,1,0,0,1,2,0,3
52268,163,3,8,1,1,1,4,2,1,0,0,1,0,1,4
52269,172,3,8,1,2,2,2,1,0,0,0,1,3,1,5
